field_1,id,latitude,longitude,place_town_name,place_county_name,kc_af1,kc_am1,kc_pm1,pc_af1,pc_am1,pc_pm1,po_af1,po_am1,po_pm1,tac_af1,tac_am1,tac_pm1
3462,269810702,47.3086838704,-122.5366386516,Tacoma,Pierce,,,,,,,,,,26.224292755127,15.9913330078125,25.4789333343506
3463,271275823,47.3093473149,-122.5339435481,Tacoma,Pierce,,,,,,,,,,26.3990001678467,15.5520267486572,25.8090190887451
3464,271276456,47.3093530967,-122.5341865354,Tacoma,Pierce,,,,,,,,,,26.36741065979,15.5438966751099,25.8029632568359
3465,271276860,47.3094928904,-122.533693189,Tacoma,Pierce,,,,,,,,,,26.444164276123,15.5399770736694,25.7929534912109
3466,271280151,47.3095410954,-122.5340167599,Tacoma,Pierce,,,,,,,,,,26.3701705932617,15.5516767501831,25.7779502868652
3467,271281194,47.3094912098,-122.5340351941,Tacoma,Pierce,,,,,,,,,,26.3701705932617,15.5516767501831,25.7779502868652
3468,271282365,47.3082295777,-122.5347022675,Tacoma,Pierce,,,,,,,,,,26.355993270874,15.6998462677002,25.7695007324219
3469,271282812,47.3092847731,-122.5341902858,Tacoma,Pierce,,,,,,,,,,26.3681697845459,15.5430402755737,25.8239898681641
3470,271282862,47.3079920235,-122.535364703,Tacoma,Pierce,,,,,,,,,,26.2987766265869,15.9439935684204,25.7924060821533
3471,271282962,47.3093720831,-122.5339284463,Tacoma,Pierce,,,,,,,,,,26.3990001678467,15.5520267486572,25.8090190887451
3472,271283391,47.3095370541,-122.5340653793,Tacoma,Pierce,,,,,,,,,,26.36741065979,15.5535364151001,25.7915802001953
3473,271283737,47.3079703661,-122.5348499088,Tacoma,Pierce,,,,,,,,,,26.3064842224121,15.8861198425293,25.7561798095703
3474,271284003,47.3079828862,-122.5350110312,Tacoma,Pierce,,,,,,,,,,26.3019371032715,15.9167861938477,25.7725963592529
3475,271284584,47.3081542049,-122.5351734228,Tacoma,Pierce,,,,,,,,,,26.3018169403076,15.9199628829956,25.7793064117432
3476,271284972,47.3078109945,-122.5353487672,Tacoma,Pierce,,,,,,,,,,26.2953357696533,15.9567670822144,25.7383403778076
3477,271285799,47.3080295805,-122.5347763786,Tacoma,Pierce,,,,,,,,,,26.3199558258057,15.7783136367798,25.7520332336426
3478,271286711,47.3093938994,-122.5341232773,Tacoma,Pierce,,,,,,,,,,26.36741065979,15.5487966537476,25.7842464447021
3479,271287345,47.3079091955,-122.5351632528,Tacoma,Pierce,,,,,,,,,,26.3000774383545,15.9466829299927,25.8252067565918
3480,271288213,47.3078167435,-122.5355608661,Tacoma,Pierce,,,,,,,,,,26.2707862854004,15.9871997833252,25.6182174682617
3481,271288301,47.3079311767,-122.5351598564,Tacoma,Pierce,,,,,,,,,,26.3000774383545,15.9466829299927,25.8252067565918
3482,271288792,47.3079109099,-122.5352029776,Tacoma,Pierce,,,,,,,,,,26.3000774383545,15.9466829299927,25.8252067565918
3483,271289125,47.307911421,-122.5351918751,Tacoma,Pierce,,,,,,,,,,26.3000774383545,15.9466829299927,25.8252067565918
3484,271289132,47.3077132097,-122.5354367865,Tacoma,Pierce,,,,,,,,,,26.2758960723877,15.9811534881592,25.7055835723877
3485,271289368,47.307676392,-122.5351647839,Tacoma,Pierce,,,,,,,,,,26.3039169311523,15.9423570632935,25.7301559448242
3486,271289877,47.3079314583,-122.5353966648,Tacoma,Pierce,,,,,,,,,,26.28049659729,15.9647998809814,25.7759628295898
3487,271289947,47.3076328767,-122.5354427134,Tacoma,Pierce,,,,,,,,,,26.2725868225098,15.9864702224731,25.6810569763184
3488,271290420,47.3078685403,-122.535661941,Tacoma,Pierce,,,,,,,,,,26.2571659088135,15.9809532165527,25.5361804962158
3489,271291093,47.3077663369,-122.5350437127,Tacoma,Pierce,,,,,,,,,,26.3029766082764,15.9362297058105,25.7549571990967
3490,271291686,47.3078757386,-122.5356704833,Tacoma,Pierce,,,,,,,,,,26.2571659088135,15.9809532165527,25.5361804962158
3491,271291869,47.3076628181,-122.5351768534,Tacoma,Pierce,,,,,,,,,,26.3052768707275,15.9478702545166,25.7184867858887
3492,271292115,47.3076332646,-122.5351462752,Tacoma,Pierce,,,,,,,,,,26.3052768707275,15.9478702545166,25.7184867858887
3493,271292282,47.3076171963,-122.5352624263,Tacoma,Pierce,,,,,,,,,,26.2777767181396,15.9684629440308,25.7054557800293
3494,271292696,47.307700699,-122.5358294121,Tacoma,Pierce,,,,,,,,,,26.2424564361572,15.9652996063232,25.5236301422119
3495,271292881,47.3077256285,-122.5355387179,Tacoma,Pierce,,,,,,,,,,26.2563076019287,15.9697933197021,25.5942859649658
3496,271293430,47.3075089684,-122.5352758636,Tacoma,Pierce,,,,,,,,,,26.2786865234375,15.9806032180786,25.7041091918945
3497,271293440,47.3076217705,-122.5353699217,Tacoma,Pierce,,,,,,,,,,26.2777767181396,15.9684629440308,25.7054557800293
3498,271294879,47.30773206,-122.5357688764,Tacoma,Pierce,,,,,,,,,,26.2534370422363,15.9381799697876,25.5210437774658
3499,271294971,47.307425454,-122.5349468505,Tacoma,Pierce,,,,,,,,,,26.2665157318115,15.9320735931396,25.5137329101562
3500,271312893,47.3077094533,-122.5353429731,Tacoma,Pierce,,,,,,,,,,26.289379119873,15.9607429504395,25.7280139923096
3501,271312988,47.3076678621,-122.5357210548,Tacoma,Pierce,,,,,,,,,,26.2495365142822,15.9500970840454,25.5483436584473
3502,271313147,47.3076359451,-122.5357313136,Tacoma,Pierce,,,,,,,,,,26.2495365142822,15.9500970840454,25.5483436584473
3503,271313308,47.3074049268,-122.5350706009,Tacoma,Pierce,,,,,,,,,,26.2719573974609,15.9395732879639,25.549654006958
3504,271317314,47.3076134094,-122.535566115,Tacoma,Pierce,,,,,,,,,,26.2641067504883,15.9741802215576,25.5479068756104
3505,271317424,47.3075427903,-122.5353635081,Tacoma,Pierce,,,,,,,,,,26.2786865234375,15.9806032180786,25.7041091918945
3506,271322153,47.3077838786,-122.5356620711,Tacoma,Pierce,,,,,,,,,,26.2579936981201,15.9702796936035,25.5023097991943
3507,271322267,47.3076245876,-122.5358212594,Tacoma,Pierce,,,,,,,,,,26.2129993438721,15.9601764678955,25.5439796447754
3508,271330465,47.3073271524,-122.5352548363,Tacoma,Pierce,,,,,,,,,,26.2683296203613,15.9483137130737,25.531192779541
3509,271346340,47.3074761737,-122.5352845669,Tacoma,Pierce,,,,,,,,,,26.2707405090332,15.9793500900269,25.5823993682861
3510,272512571,47.3116088116,-122.5364206892,Tacoma,Pierce,,,,,,,,,,26.1902809143066,15.5852766036987,25.1462802886963
3511,272513249,47.3118832506,-122.5369967104,Tacoma,Pierce,,,,,,,,,,26.1891975402832,15.6070537567139,25.2412605285645
3512,272514085,47.3119776246,-122.5367047159,Tacoma,Pierce,,,,,,,,,,26.1947708129883,15.6053829193115,25.2936992645264
3513,272514790,47.3121860045,-122.537071323,Tacoma,Pierce,,,,,,,,,,26.2207107543945,15.6090297698975,25.3615036010742
3514,272515499,47.3121504967,-122.5373088992,Tacoma,Pierce,,,,,,,,,,26.219310760498,15.6050300598145,25.3669757843018
3515,272517822,47.3121142765,-122.5375444256,Tacoma,Pierce,,,,,,,,,,26.2177104949951,15.6089963912964,25.378210067749
3516,272518446,47.3117361531,-122.5366418402,Tacoma,Pierce,,,,,,,,,,26.1941699981689,15.5884170532227,25.2823638916016
3517,272519131,47.312125658,-122.5378676438,Tacoma,Pierce,,,,,,,,,,26.1851329803467,15.6207132339478,25.3590908050537
3518,272520027,47.3121500316,-122.5376991892,Tacoma,Pierce,,,,,,,,,,26.207820892334,15.6103763580322,25.3733158111572
3519,272522113,47.3120394634,-122.5381462236,Tacoma,Pierce,,,,,,,,,,26.1751327514648,15.7431869506836,25.3724670410156
3520,272522388,47.3121086112,-122.5383012183,Tacoma,Pierce,,,,,,,,,,26.1678333282471,15.767183303833,25.3704471588135
3521,272522665,47.3122540546,-122.5379358936,Tacoma,Pierce,,,,,,,,,,26.1837005615234,15.6137437820435,25.3760204315186
3522,272522754,47.3125432593,-122.5383422829,Tacoma,Pierce,,,,,,,,,,26.1351699829102,15.6745004653931,25.4142932891846
3523,272523303,47.3121585242,-122.5380918611,Tacoma,Pierce,,,,,,,,,,26.1833992004395,15.6404333114624,25.3700466156006
3524,272525003,47.3121024547,-122.5383879285,Tacoma,Pierce,,,,,,,,,,26.169584274292,15.7909231185913,25.3932628631592
3525,272527857,47.3120841312,-122.5384859777,Tacoma,Pierce,,,,,,,,,,26.1674995422363,15.8402137756348,25.384256362915
3526,272528936,47.3122321224,-122.5383672551,Tacoma,Pierce,,,,,,,,,,26.1675338745117,15.7539300918579,25.3875427246094
3527,272540753,47.6761008788,-122.2605824563,,King,89.3859634399414,61.0545310974121,86.9296722412109,,,,,,,,,
3528,272544592,47.3120313881,-122.5386704887,Tacoma,Pierce,,,,,,,,,,26.0846500396729,15.8913698196411,25.3264427185059
3529,272556556,47.3121490035,-122.5385990181,Tacoma,Pierce,,,,,,,,,,26.1555595397949,15.8733530044556,25.3665504455566
3530,272556662,47.3119816128,-122.5387595253,Tacoma,Pierce,,,,,,,,,,26.0772895812988,15.8953895568848,25.3249931335449
3531,272556959,47.3120694699,-122.5379035659,Tacoma,Pierce,,,,,,,,,,26.1874675750732,15.6312532424927,25.355339050293
3532,272557050,47.3121826751,-122.5383005305,Tacoma,Pierce,,,,,,,,,,26.1675338745117,15.7539300918579,25.3875427246094
3533,272557127,47.3126761031,-122.5382765219,Tacoma,Pierce,,,,,,,,,,26.0913467407227,15.6783866882324,25.423999786377
3534,272557557,47.3117977791,-122.5388128066,Tacoma,Pierce,,,,,,,,,,26.0613574981689,15.8896036148071,25.1191463470459
3535,272563468,47.3118893808,-122.5387281188,Tacoma,Pierce,,,,,,,,,,26.1078071594238,15.8921165466309,25.3334636688232
3536,272603215,47.3120506172,-122.5387499188,Tacoma,Pierce,,,,,,,,,,26.0846500396729,15.8913698196411,25.3264427185059
3537,273440938,47.3152120288,-122.5430292142,Tacoma,Pierce,,,,,,,,,,25.7189807891846,16.4594631195068,25.3384704589844
3538,273453395,47.3152368513,-122.5430412594,Tacoma,Pierce,,,,,,,,,,25.7189807891846,16.4594631195068,25.3384704589844
3539,276759071,49.1176805556,-122.7253194444,,Greater Vancouver,,,,,,,,,,,,
3540,277113030,47.3103695117,-122.5338764233,Tacoma,Pierce,,,,,,,,,,26.3200168609619,15.5367031097412,25.5900440216064
3541,277113418,47.3103174831,-122.5338164147,Tacoma,Pierce,,,,,,,,,,26.3202171325684,15.5365829467773,25.6052265167236
3542,277113541,47.3100905906,-122.5338007036,Tacoma,Pierce,,,,,,,,,,26.3562068939209,15.5377998352051,25.7293071746826
3543,277113586,47.3103257779,-122.5336332098,Tacoma,Pierce,,,,,,,,,,26.3200168609619,15.532322883606,25.6073570251465
3544,277118690,47.3104633846,-122.5343406192,Tacoma,Pierce,,,,,,,,,,26.3208904266357,15.5530729293823,25.5393924713135
3545,277123967,47.3105276782,-122.5340329603,Tacoma,Pierce,,,,,,,,,,26.3198165893555,15.5410165786743,25.5352725982666
3546,277125120,47.3104332484,-122.5337429319,Tacoma,Pierce,,,,,,,,,,26.3200168609619,15.5361232757568,25.5863857269287
3547,277126949,47.3125545817,-122.5384074184,Tacoma,Pierce,,,,,,,,,,26.0913162231445,15.7051296234131,25.3845329284668
3548,277129405,47.3099740216,-122.5336766329,Tacoma,Pierce,,,,,,,,,,26.3563270568848,15.5365600585938,25.7142639160156
3549,277134948,47.3154066764,-122.54320186,Tacoma,Pierce,,,,,,,,,,25.7218475341797,16.4590930938721,25.3299541473389
3550,277136417,47.3152971802,-122.5431216588,Tacoma,Pierce,,,,,,,,,,25.7193794250488,16.4568195343018,25.3472537994385
3551,277136688,47.3104695411,-122.5339744403,Tacoma,Pierce,,,,,,,,,,26.3198165893555,15.5399236679077,25.5521907806396
3552,277137663,47.3123079974,-122.5389794346,Tacoma,Pierce,,,,,,,,,,25.950870513916,15.9061336517334,25.2027492523193
3553,277138771,47.3157375549,-122.5435591102,Tacoma,Pierce,,,,,,,,,,25.7148532867432,16.5587100982666,25.3632125854492
3554,277141648,47.3158488031,-122.5441950156,Tacoma,Pierce,,,,,,,,,,25.7003536224365,16.5858364105225,25.4177875518799
3555,277143384,47.3153082373,-122.543067641,Tacoma,Pierce,,,,,,,,,,25.7193794250488,16.4590358734131,25.3150901794434
3556,277144021,47.3159368576,-122.5439731862,Tacoma,Pierce,,,,,,,,,,25.712589263916,16.5746631622314,25.3992328643799
3557,277144879,47.3160314081,-122.5438746098,Tacoma,Pierce,,,,,,,,,,25.7141628265381,16.5746269226074,25.4021492004395
3558,277148768,47.3161233909,-122.5445182111,Tacoma,Pierce,,,,,,,,,,25.6882266998291,16.6836338043213,25.4131965637207
3559,277148884,47.3161562644,-122.5443409467,Tacoma,Pierce,,,,,,,,,,25.6849670410156,16.6731929779053,25.433557510376
3560,277149660,47.3156830724,-122.543593507,Tacoma,Pierce,,,,,,,,,,25.7152538299561,16.5570774078369,25.3515472412109
3561,277149956,47.3159897917,-122.5445097281,Tacoma,Pierce,,,,,,,,,,25.6845035552979,16.6826229095459,25.4117164611816
3562,277152045,47.3169351224,-122.5467613755,Tacoma,Pierce,,,,,,,,,,25.3112506866455,16.8428192138672,25.5328235626221
3563,277174395,47.315736468,-122.5440112873,Tacoma,Pierce,,,,,,,,,,25.7129726409912,16.5680541992188,25.4099864959717
3564,277174554,47.3160462828,-122.5446297128,Tacoma,Pierce,,,,,,,,,,25.6786632537842,16.6902675628662,25.4047107696533
3565,277174709,47.3161453565,-122.5447193201,Tacoma,Pierce,,,,,,,,,,25.6704730987549,16.6909408569336,25.4201202392578
3566,277176984,47.3168501379,-122.5466026904,Tacoma,Pierce,,,,,,,,,,25.3425674438477,16.8253326416016,25.5550403594971
3567,277418418,47.3028608831,-122.5280610939,Tacoma,Pierce,,,,,,,,,,27.9090328216553,15.4528465270996,25.9822368621826
3568,277448271,47.3022525665,-122.5265178179,Tacoma,Pierce,,,,,,,,,,29.0588493347168,15.2874870300293,26.078519821167
3569,278511990,47.3098083372,-122.5367775481,Tacoma,Pierce,,,,,,,,,,26.2373027801514,15.9762630462646,25.54953956604
3570,278518272,47.3101315232,-122.5375374662,Tacoma,Pierce,,,,,,,,,,26.209342956543,15.9646797180176,25.3761329650879
3571,278520988,47.31006889,-122.5375267345,Tacoma,Pierce,,,,,,,,,,26.2104434967041,15.9921903610229,25.3604869842529
3572,278526943,47.3102937692,-122.537574358,Tacoma,Pierce,,,,,,,,,,26.211483001709,15.9471797943115,25.3709468841553
3573,278527671,47.3101230713,-122.5376403615,Tacoma,Pierce,,,,,,,,,,26.2067642211914,15.9830102920532,25.3478736877441
3574,278527954,47.3101915852,-122.5377182788,Tacoma,Pierce,,,,,,,,,,26.2067642211914,15.9830102920532,25.3478736877441
3575,278530203,47.3099887823,-122.5378009859,Tacoma,Pierce,,,,,,,,,,26.1978797912598,15.982476234436,25.3619976043701
3576,278540533,47.3103271142,-122.5375634802,Tacoma,Pierce,,,,,,,,,,26.211483001709,15.9471797943115,25.3709468841553
3577,278575664,47.3099496682,-122.5370125474,Tacoma,Pierce,,,,,,,,,,26.2300128936768,15.9593296051025,25.5106468200684
3578,278575881,47.3100894364,-122.5371659362,Tacoma,Pierce,,,,,,,,,,26.219575881958,15.9585866928101,25.5056266784668
3579,278576101,47.3099809233,-122.5374046417,Tacoma,Pierce,,,,,,,,,,26.2151775360107,16.0029067993164,25.3885726928711
3580,278576209,47.3140609926,-122.5385761307,Tacoma,Pierce,,,,,,,,,,25.8089809417725,15.813756942749,25.2739524841309
3581,278576643,47.3102381231,-122.5375514882,Tacoma,Pierce,,,,,,,,,,26.2118339538574,15.9564065933228,25.3782863616943
3582,278577159,47.3102502068,-122.5377357277,Tacoma,Pierce,,,,,,,,,,26.2020130157471,15.9869298934937,25.3530139923096
3583,278577487,47.3139969926,-122.5388878696,Tacoma,Pierce,,,,,,,,,,25.8200206756592,15.8061866760254,25.3203964233398
3584,278578260,47.31411976,-122.5389503629,Tacoma,Pierce,,,,,,,,,,25.8121299743652,15.8048601150513,25.320837020874
3585,278601076,47.3141146476,-122.5386799611,Tacoma,Pierce,,,,,,,,,,25.8206195831299,15.8092937469482,25.3228607177734
3586,278651300,47.3144964085,-122.5389830687,Tacoma,Pierce,,,,,,,,,,25.7666625976562,15.8201370239258,25.2781505584717
3587,279304255,47.3146547445,-122.5384145456,Tacoma,Pierce,,,,,,,,,,25.8175659179688,15.7879695892334,25.2073707580566
3588,279304924,47.3143819692,-122.5385797845,Tacoma,Pierce,,,,,,,,,,25.8195991516113,15.8138570785522,25.2936134338379
3589,279305206,47.3143815216,-122.5389236101,Tacoma,Pierce,,,,,,,,,,25.8513164520264,15.8249969482422,25.3005065917969
3590,279307373,47.3145675052,-122.5387676153,Tacoma,Pierce,,,,,,,,,,25.7654628753662,15.816276550293,25.2414836883545
3591,279307756,47.3149135983,-122.5383135211,Tacoma,Pierce,,,,,,,,,,25.75830078125,15.8026103973389,25.1757507324219
3592,279308659,47.315462492,-122.5380181994,Tacoma,Pierce,,,,,,,,,,25.755126953125,16.0704193115234,25.1925430297852
3593,279312289,47.3148101742,-122.5384049485,Tacoma,Pierce,,,,,,,,,,25.7629833221436,15.8040800094604,25.171365737915
3594,279312346,47.3156585138,-122.5395175005,,Pierce,,,,,,,,,,25.7430572509766,16.2774963378906,25.2115535736084
3595,279314972,47.3150742033,-122.5388606614,Tacoma,Pierce,,,,,,,,,,25.7521457672119,15.8115196228027,25.1910800933838
3596,279330339,47.3147066526,-122.5389190948,Tacoma,Pierce,,,,,,,,,,25.7503528594971,15.8010034561157,25.2138900756836
3597,279340923,47.314678338,-122.5389930868,Tacoma,Pierce,,,,,,,,,,25.7428436279297,15.7856369018555,25.238489151001
3598,279510879,47.3150636737,-122.5390489509,Tacoma,Pierce,,,,,,,,,,25.7521457672119,15.7987070083618,25.1909160614014
3599,280588286,47.30308,-122.5279533333,Tacoma,Pierce,,,,,,,,,,27.9224033355713,15.4372663497925,26.1237392425537
3600,280588473,47.302505,-122.528245,Tacoma,Pierce,,,,,,,,,,27.8512268066406,15.4446201324463,25.7278900146484
3601,280588602,47.3023133333,-122.5263366667,Tacoma,Pierce,,,,,,,,,,29.1119537353516,15.2501268386841,26.1320266723633
3602,280629891,47.24838,-122.5239883333,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3603,280630304,47.2483392073,-122.5239649483,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3604,280630487,47.2436334125,-122.5109874085,Tacoma,Pierce,,,,,,,,,,30.6690998077393,16.2049198150635,28.8870525360107
3605,280630522,47.2483489051,-122.5239584257,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3606,280630628,47.2483514798,-122.5239798205,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3607,280631307,47.2483644262,-122.5239212633,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3608,280631725,47.2485027421,-122.5240242854,Tacoma,Pierce,,,,,,,,,,32.0988845825195,16.8340835571289,29.0109729766846
3609,280632022,47.2483990526,-122.5240690929,Tacoma,Pierce,,,,,,,,,,32.1087684631348,16.8175029754639,29.0191230773926
3611,280632228,47.2483630479,-122.5239194279,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3612,280632445,47.2462322345,-122.5219935179,Tacoma,Pierce,,,,,,,,,,31.8562335968018,16.2126541137695,28.8389873504639
3613,280632490,47.2484048605,-122.5239620373,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3614,280632992,47.2483926175,-122.5239249609,Tacoma,Pierce,,,,,,,,,,32.1034812927246,16.8163166046143,29.0780696868896
3615,280635739,47.2484249056,-122.5240759179,Tacoma,Pierce,,,,,,,,,,32.0988845825195,16.8340835571289,29.0109729766846
3616,281094036,47.3154291639,-122.5381532698,Tacoma,Pierce,,,,,,,,,,25.755126953125,16.0809574127197,25.2086639404297
3617,281104445,47.3175864111,-122.5433691503,Tacoma,Pierce,,,,,,,,,,25.6174659729004,16.7786426544189,25.4104309082031
3618,281104500,47.317453793,-122.5430526986,Tacoma,Pierce,,,,,,,,,,25.6190128326416,16.751989364624,25.4154071807861
3619,281104546,47.3173772271,-122.54305576,Tacoma,Pierce,,,,,,,,,,25.6216373443604,16.7474308013916,25.4144668579102
3620,281106315,47.317581184,-122.5435954947,Tacoma,Pierce,,,,,,,,,,25.6070175170898,16.7837200164795,25.3966407775879
3621,281108220,47.31690305,-122.5438410338,Tacoma,Pierce,,,,,,,,,,25.673807144165,16.6977005004883,25.4084606170654
3622,281109224,47.3169967085,-122.5436805462,Tacoma,Pierce,,,,,,,,,,25.6581497192383,16.7245006561279,25.4086074829102
3623,281109851,47.3171197269,-122.5440766066,Tacoma,Pierce,,,,,,,,,,25.6330375671387,16.7486438751221,25.3998508453369
3624,281109895,47.3171760566,-122.5441550161,Tacoma,Pierce,,,,,,,,,,25.6284599304199,16.7535095214844,25.4006958007812
3625,281111970,47.3164124539,-122.5443059689,Tacoma,Pierce,,,,,,,,,,25.6917304992676,16.6915740966797,25.4207592010498
3626,281114148,47.3162976919,-122.54437774,Tacoma,Pierce,,,,,,,,,,25.6900367736816,16.6740970611572,25.4204063415527
3627,281115042,47.3160258499,-122.5444889737,Tacoma,Pierce,,,,,,,,,,25.6845035552979,16.6826229095459,25.4117164611816
3628,281129643,47.316424466,-122.5442686933,Tacoma,Pierce,,,,,,,,,,25.6938762664795,16.6760292053223,25.4208068847656
3629,281132755,47.3170460511,-122.5438393207,Tacoma,Pierce,,,,,,,,,,25.6410293579102,16.7330932617188,25.4137058258057
3630,281133109,47.3165459421,-122.5439413967,Tacoma,Pierce,,,,,,,,,,25.6845436096191,16.674976348877,25.4406261444092
3631,281133751,47.3164868979,-122.5439644534,Tacoma,Pierce,,,,,,,,,,25.6879234313965,16.6478500366211,25.4433860778809
3632,284850843,45.5944130249,-122.6550151901,Portland,Multnomah,,,,,,,30.9714107513428,14.5481700897217,28.7911396026611,,,
3633,285403565,47.3045783333,-122.5161133333,Tacoma,Pierce,,,,,,,,,,27.9071865081787,15.8931303024292,26.4790992736816
3634,285508804,47.3053899415,-122.5164569241,Tacoma,Pierce,,,,,,,,,,27.1615009307861,15.7664232254028,25.5316028594971
3635,285678462,47.1348805,-122.296075,,Pierce,,,,84.8000030517578,58.7999992370605,82,,,,,,
3636,285756951,47.1028476236,-122.5862575044,"DuPont, WA",Pierce,,,,,,,,,,,,
3637,285854310,47.29253,-122.5159133333,Tacoma,Pierce,,,,,,,,,,31.2551898956299,15.7756700515747,29.1900291442871
3638,285861608,47.1963833333,-122.45482,Tacoma,Pierce,,,,,,,,,,29.8714466094971,15.3489265441895,29.3953304290771
3640,286721426,47.2118866667,-122.535255,,Pierce,,,,,,,,,,30.1485805511475,15.7281169891357,29.3595523834229
3641,286870816,47.3114083032,-122.5334054364,Tacoma,Pierce,,,,,,,,,,26.2636566162109,15.4912595748901,25.2619094848633
3642,286874958,47.3130901567,-122.5333524137,Tacoma,Pierce,,,,,,,,,,26.1499633789062,15.6424598693848,25.2471733093262
3643,286876086,47.3129414144,-122.5333095275,Tacoma,Pierce,,,,,,,,,,26.1618366241455,15.4801397323608,25.314079284668
3644,286881580,47.3114856074,-122.5343227755,Tacoma,Pierce,,,,,,,,,,26.2337265014648,15.5443296432495,25.1261138916016
3645,286882820,47.3166150332,-122.5353839389,Tacoma,Pierce,,,,,,,,,,25.5981597900391,16.787769317627,25.4327201843262
3646,286884669,47.3165812173,-122.5356432558,Tacoma,Pierce,,,,,,,,,,25.6273059844971,16.7720127105713,25.453706741333
3647,286974733,47.3114121435,-122.5342644572,Tacoma,Pierce,,,,,,,,,,26.2450408935547,15.5394763946533,25.1324596405029
3648,286974784,47.3129183185,-122.5332136525,Tacoma,Pierce,,,,,,,,,,26.1618366241455,15.4801397323608,25.314079284668
3649,287057838,47.3166850125,-122.5355203668,Tacoma,Pierce,,,,,,,,,,25.570520401001,16.7979526519775,25.4388103485107
3650,288831230,47.3040869975,-122.5338864157,Tacoma,Pierce,,,,,,,,,,25.74094581604,16.0202293395996,25.1108875274658
3651,288832425,47.3040604809,-122.5338577471,Tacoma,Pierce,,,,,,,,,,25.7133464813232,16.0347270965576,25.158447265625
3652,288836318,47.3042174347,-122.5337922298,Tacoma,Pierce,,,,,,,,,,25.8798141479492,15.9042167663574,25.2379035949707
3653,288836778,47.3052829394,-122.5346068908,Tacoma,Pierce,,,,,,,,,,25.68967628479,16.0314292907715,25.0939559936523
3654,288837796,47.3053785612,-122.5343810121,Tacoma,Pierce,,,,,,,,,,25.9902439117432,15.8607063293457,25.1216163635254
3655,288838206,47.3053737255,-122.5344426923,Tacoma,Pierce,,,,,,,,,,25.9902439117432,15.8607063293457,25.1216163635254
3656,288840210,47.3054010236,-122.5344162009,Tacoma,Pierce,,,,,,,,,,25.9902439117432,15.8607063293457,25.1216163635254
3657,288841667,47.3054338167,-122.5344604053,Tacoma,Pierce,,,,,,,,,,26.0452499389648,15.8426570892334,25.1499061584473
3658,288841931,47.3052777015,-122.5345837993,Tacoma,Pierce,,,,,,,,,,25.7658233642578,15.9378471374512,25.0402069091797
3659,288842745,47.30549086,-122.534425199,Tacoma,Pierce,,,,,,,,,,26.0452499389648,15.8426570892334,25.1499061584473
3660,288848356,47.3056148749,-122.5344370292,Tacoma,Pierce,,,,,,,,,,26.1306171417236,15.8371028900146,25.1968269348145
3661,288849180,47.3059968613,-122.5350675637,Tacoma,Pierce,,,,,,,,,,25.8074836730957,16.0023136138916,25.0694561004639
3662,288849326,47.305464891,-122.5343378098,Tacoma,Pierce,,,,,,,,,,26.0452499389648,15.8426570892334,25.1499061584473
3663,288849525,47.3055823561,-122.5345219085,Tacoma,Pierce,,,,,,,,,,26.0219135284424,15.8556337356567,25.1402969360352
3664,288850684,47.3060209616,-122.5350384001,Tacoma,Pierce,,,,,,,,,,25.8074836730957,16.0023136138916,25.0694561004639
3665,288851974,47.3060149693,-122.5351675592,Tacoma,Pierce,,,,,,,,,,25.6976070404053,16.0763072967529,25.1123294830322
3666,288866532,47.3059682847,-122.5351826599,Tacoma,Pierce,,,,,,,,,,25.6976070404053,16.0763072967529,25.1123294830322
3667,288866631,47.3059610628,-122.5351232679,Tacoma,Pierce,,,,,,,,,,25.8074836730957,16.0023136138916,25.0694561004639
3668,288866791,47.3061174019,-122.5351872766,Tacoma,Pierce,,,,,,,,,,25.7332973480225,16.048849105835,25.0624561309814
3669,290742581,47.30745734,-122.536421988,Tacoma,Pierce,,,,,,,,,,25.6961898803711,16.2546806335449,25.2804470062256
3670,290745479,47.309346481,-122.5386389638,Tacoma,Pierce,,,,,,,,,,25.5094394683838,16.3781871795654,25.3263206481934
3671,290747571,47.3098449183,-122.5390727125,Tacoma,Pierce,,,,,,,,,,25.4794902801514,16.5199165344238,25.3442859649658
3672,290748362,47.3100786722,-122.5389468478,Tacoma,Pierce,,,,,,,,,,25.5106830596924,16.3291339874268,25.229700088501
3673,290748998,47.3100432703,-122.5390466132,Tacoma,Pierce,,,,,,,,,,25.5106830596924,16.3291339874268,25.229700088501
3674,290749900,47.3101648666,-122.5389057095,Tacoma,Pierce,,,,,,,,,,25.6536235809326,16.1918640136719,25.1450901031494
3675,290750534,47.3101062466,-122.5390842794,Tacoma,Pierce,,,,,,,,,,25.4968109130859,16.3646240234375,25.2839164733887
3676,290754138,47.3105141664,-122.5394757911,Tacoma,Pierce,,,,,,,,,,25.5071773529053,16.25563621521,25.2155609130859
